taxon_name,trait_name,value_type,value,unit,original_name,observation_id
Xylopia monosperma,fruiting_time,mode,nnnnnnyyyyyn,NA,Xylopia monosperma,633
Zornia areolata,flowering_time,mode,yyyynnnnnnnn,NA,Zornia areolata,635
Zornia areolata,fruiting_time,mode,yyyynnnnnnnn,NA,Zornia areolata,635
Zornia chaetophora,flowering_time,mode,yyyyyyyyyyyy,NA,Zornia chaetophora,636
Zornia chaetophora,fruiting_time,mode,yyyyyyyyyyyy,NA,Zornia chaetophora,636
Zornia chaetophora,leaf_phenology,mode,evergreen,NA,Zornia chaetophora,636
Zornia sp. Darwin (J.S.Muspratt 186),flowering_time,mode,nyyynnnnnnnn,NA,Zornia Darwin Lawns,637
Zornia sp. Darwin (J.S.Muspratt 186),fruiting_time,mode,nyyynnnnnnnn,NA,Zornia Darwin Lawns,637
Zornia sp. Darwin (J.S.Muspratt 186),leaf_phenology,mode,evergreen,NA,Zornia Darwin Lawns,637
Zornia disticha,flowering_time,mode,nnynnnnnnnnn,NA,Zornia disticha,638
Zornia disticha,fruiting_time,mode,nnynnnnnnnnn,NA,Zornia disticha,638
Zornia disticha,leaf_phenology,mode,evergreen,NA,Zornia disticha,638
Zornia prostrata,flowering_time,mode,yyyyyyynnnnn,NA,Zornia prostrata,640
Zornia prostrata,fruiting_time,mode,yyyyyyynnnnn,NA,Zornia prostrata,640
Zornia prostrata,leaf_phenology,mode,evergreen,NA,Zornia prostrata,640
Cucumis melo,seed_height,minimum,1.5,mm,Cucumis melo subsp. agrestis,169
Cucumis melo,seed_height,maximum,2,mm,Cucumis melo subsp. agrestis,169
Diplocyclos palmatus,seed_height,minimum,1.5,mm,Diplocyclos palmatus,213
Diplocyclos palmatus,seed_height,maximum,2.5,mm,Diplocyclos palmatus,213
Entada rheedei,seed_height,minimum,20,mm,Entada rheedii,234
Muellerargia timorensis,seed_height,minimum,2,mm,Muellerargia timorensis,439
Acacia alleniana,seed_width,maximum,2.5,mm,Acacia alleniana,002
Albizia canescens,seed_width,maximum,8.5,mm,Albizia canescens,043
Albizia lebbeck,seed_width,maximum,7,mm,Albizia lebbeck,044
Antidesma ghaesembilla,seed_width,maximum,4,mm,Antidesma ghesaembilla,064
Aphyllodium biarticulatum,seed_width,minimum,1.3,mm,Desmodium biarticulatum,190
Areocleome oxalidea,seed_width,maximum,1,mm,Cleome oxalidea,139
Arivela linophylla,seed_width,maximum,1.2,mm,Cleome linophylla,136
Arivela linophylla,seed_width,minimum,0.9,mm,Cleome linophylla,136
Bergia pedicellaris,seed_width,maximum,0.15,mm,Bergia pedicellaris,076
Bergia pedicellaris,seed_width,minimum,0.1,mm,Bergia pedicellaris,076
Canavalia cathartica,seed_width,maximum,11,mm,Canavalia cathartica,107
Cassytha candida,seed_width,maximum,5,mm,Cassytha candida,115
Cassytha candida,seed_width,minimum,4.5,mm,Cassytha candida,115
Cathormion umbellatum,seed_width,maximum,10,mm,Cathormium umbellatum,120
Chamaecrista nigricans,seed_width,minimum,1.4,mm,Chamaecrista nictitans,126
Desmos wardianus,seed_width,maximum,5,mm,Desmos wardianus,204
Diospyros compacta,seed_width,maximum,5,mm,Diospyros compacta,207
Diospyros compacta,seed_width,minimum,4,mm,Diospyros compacta,207
Drosera burmanni,seed_width,maximum,0.3,mm,Drosera burmanni,216
Elatine gratioloides,seed_width,maximum,0.2,mm,Elatine gratioloides,230
Elatine macrocalyx,seed_width,maximum,0.2,mm,Elatine macrocalyx,231
Hibbertia angulata,seed_width,maximum,3,mm,Hibbertia angulata,359
Hibbertia angulata,seed_width,minimum,2,mm,Hibbertia angulata,359
Hibbertia complanata,seed_width,maximum,4.8,mm,Hibbertia complanata,364
Hibbertia dilatata,seed_width,maximum,4,mm,Hibbertia dilatata,366
Hibbertia sphenandra,seed_width,maximum,4,mm,Hibbertia sphenandra,373
Hibbertia sphenandra,seed_width,minimum,3,mm,Hibbertia sphenandra,373
Peltophorum pterocarpum,seed_width,maximum,5,mm,Peltophorum pterocarpum,458
Senna surattensis,seed_width,maximum,3.5,mm,Senna surattensis,534
Senna surattensis,seed_width,minimum,2.7,mm,Senna surattensis,534
Trianthema rhynchocalyptrum,seed_width,maximum,1.5,mm,Trianthema rhynchocalyptra,601
Acacia aulacocarpa,flowering_time,mode,nyyyyynnnnnn,NA,Acacia aulacocarpa,003
Acacia aulacocarpa,fruiting_time,mode,nnnnnnnyyyyn,NA,Acacia aulacocarpa,003
Acacia aulacocarpa,leaf_compoundness,mode,simple,NA,Acacia aulacocarpa,003
Acacia aulacocarpa,leaf_length,minimum,55,mm,Acacia aulacocarpa,003
Acacia aulacocarpa,leaf_length,maximum,185,mm,Acacia aulacocarpa,003
Acacia aulacocarpa,leaf_phenology,mode,evergreen,NA,Acacia aulacocarpa,003
Acacia aulacocarpa,leaf_shape,mode,falcate,NA,Acacia aulacocarpa,003
Acacia aulacocarpa,leaf_width,minimum,9,mm,Acacia aulacocarpa,003
Acacia aulacocarpa,leaf_width,maximum,35,mm,Acacia aulacocarpa,003
Acacia aulacocarpa,plant_height,maximum,10,m,Acacia aulacocarpa,003
Acacia aulacocarpa,seed_height,minimum,3,mm,Acacia aulacocarpa,003
Acacia aulacocarpa,seed_height,maximum,3.5,mm,Acacia aulacocarpa,003
Acacia aulacocarpa,seed_length,minimum,5,mm,Acacia aulacocarpa,003
Acacia aulacocarpa,seed_length,maximum,6,mm,Acacia aulacocarpa,003
Acacia aulacocarpa,seed_shape,mode,ellipsoid,NA,Acacia aulacocarpa,003
Acacia aulacocarpa,seed_width,minimum,3,mm,Acacia aulacocarpa,003
Acacia aulacocarpa,seed_width,maximum,3.5,mm,Acacia aulacocarpa,003
Acacia dentifera,flowering_time,mode,nnnnnnnnnynn,NA,Acacia Douglas R.,008
Acacia dentifera,fruiting_time,mode,nnnnnyyynnnn,NA,Acacia Douglas R.,008
Acacia dentifera,leaf_compoundness,mode,compound,NA,Acacia Douglas R.,008
Acacia dentifera,leaf_length,minimum,1.7,mm,Acacia Douglas R.,008
Acacia dentifera,leaf_length,maximum,2,mm,Acacia Douglas R.,008
Acacia dentifera,leaf_phenology,mode,evergreen,NA,Acacia Douglas R.,008
Acacia dentifera,leaf_shape,mode,linear,NA,Acacia Douglas R.,008
Acacia dentifera,leaf_width,minimum,0.7,mm,Acacia Douglas R.,008
Acacia dentifera,leaf_width,maximum,0.9,mm,Acacia Douglas R.,008
Acacia dentifera,plant_height,maximum,7,m,Acacia Douglas R.,008
Acacia dentifera,seed_height,minimum,9,mm,Acacia Douglas R.,008
Acacia dentifera,seed_height,maximum,9,mm,Acacia Douglas R.,008
Acacia dentifera,seed_length,minimum,12,mm,Acacia Douglas R.,008
Acacia dentifera,seed_length,maximum,12,mm,Acacia Douglas R.,008
Acacia dentifera,seed_shape,mode,ellipsoid,NA,Acacia Douglas R.,008
Acacia dentifera,seed_width,minimum,9,mm,Acacia Douglas R.,008
Acacia dentifera,seed_width,maximum,9,mm,Acacia Douglas R.,008
Vachellia pachyphloia,flowering_time,mode,yyyyyyyyyyyy,NA,Acacia pachyphloia,024
Vachellia pachyphloia,fruiting_time,mode,nnnnnyynnnnn,NA,Acacia pachyphloia,024
Vachellia pachyphloia,leaf_compoundness,mode,compound,NA,Acacia pachyphloia,024
Vachellia pachyphloia,leaf_length,minimum,5,mm,Acacia pachyphloia,024
Vachellia pachyphloia,leaf_length,maximum,28,mm,Acacia pachyphloia,024
Vachellia pachyphloia,leaf_phenology,mode,evergreen,NA,Acacia pachyphloia,024
Vachellia pachyphloia,leaf_shape,mode,elliptical,NA,Acacia pachyphloia,024
Vachellia pachyphloia,leaf_width,minimum,2,mm,Acacia pachyphloia,024
Vachellia pachyphloia,leaf_width,maximum,7,mm,Acacia pachyphloia,024
Vachellia pachyphloia,plant_height,maximum,10,m,Acacia pachyphloia,024
Vachellia pachyphloia,seed_height,minimum,9,mm,Acacia pachyphloia,024
Vachellia pachyphloia,seed_height,maximum,10,mm,Acacia pachyphloia,024
Vachellia pachyphloia,seed_length,minimum,12,mm,Acacia pachyphloia,024
Vachellia pachyphloia,seed_length,maximum,12,mm,Acacia pachyphloia,024
Vachellia pachyphloia,seed_shape,mode,ellipsoid,NA,Acacia pachyphloia,024
Vachellia pachyphloia,seed_width,minimum,9,mm,Acacia pachyphloia,024
Vachellia pachyphloia,seed_width,maximum,10,mm,Acacia pachyphloia,024
Syzygium hemilamprum subsp. hemilamprum,flowering_time,mode,nnnnnnnnyyyn,NA,Acmena hemilampra subsp. Hemilampra,035
Syzygium hemilamprum subsp. hemilamprum,fruiting_time,mode,ynnnnnnnnnyy,NA,Acmena hemilampra subsp. Hemilampra,035
Syzygium hemilamprum subsp. hemilamprum,leaf_compoundness,mode,simple,NA,Acmena hemilampra subsp. Hemilampra,035
Syzygium hemilamprum subsp. hemilamprum,leaf_length,minimum,50,mm,Acmena hemilampra subsp. Hemilampra,035
Syzygium hemilamprum subsp. hemilamprum,leaf_length,maximum,150,mm,Acmena hemilampra subsp. Hemilampra,035
Syzygium hemilamprum subsp. hemilamprum,leaf_phenology,mode,evergreen,NA,Acmena hemilampra subsp. Hemilampra,035
Syzygium hemilamprum subsp. hemilamprum,leaf_shape,mode,elliptical,NA,Acmena hemilampra subsp. Hemilampra,035
Syzygium hemilamprum subsp. hemilamprum,leaf_width,minimum,27,mm,Acmena hemilampra subsp. Hemilampra,035
Syzygium hemilamprum subsp. hemilamprum,leaf_width,maximum,68,mm,Acmena hemilampra subsp. Hemilampra,035
Syzygium hemilamprum subsp. hemilamprum,plant_height,maximum,30,m,Acmena hemilampra subsp. Hemilampra,035
Adenia heterophylla subsp. australis,flowering_time,mode,yyyyyyyyyyyy,NA,Adenia heterophylla subsp. australis,039
Adenia heterophylla subsp. australis,fruiting_time,mode,yyyyyyyyyyyy,NA,Adenia heterophylla subsp. australis,039
Adenia heterophylla subsp. australis,leaf_compoundness,mode,simple,NA,Adenia heterophylla subsp. australis,039
Adenia heterophylla subsp. australis,leaf_length,minimum,3.5,mm,Adenia heterophylla subsp. australis,039
Adenia heterophylla subsp. australis,leaf_length,maximum,21,mm,Adenia heterophylla subsp. australis,039
Adenia heterophylla subsp. australis,leaf_phenology,mode,evergreen,NA,Adenia heterophylla subsp. australis,039
Adenia heterophylla subsp. australis,leaf_shape,mode,ovate,NA,Adenia heterophylla subsp. australis,039
Adenia heterophylla subsp. australis,leaf_width,minimum,2.5,mm,Adenia heterophylla subsp. australis,039
Adenia heterophylla subsp. australis,leaf_width,maximum,18,mm,Adenia heterophylla subsp. australis,039
Adenia heterophylla subsp. australis,seed_height,minimum,7,mm,Adenia heterophylla subsp. australis,039
Adenia heterophylla subsp. australis,seed_height,maximum,8,mm,Adenia heterophylla subsp. australis,039
Adenia heterophylla subsp. australis,seed_length,minimum,7,mm,Adenia heterophylla subsp. australis,039
Adenia heterophylla subsp. australis,seed_length,maximum,8,mm,Adenia heterophylla subsp. australis,039
Adenia heterophylla subsp. australis,seed_shape,mode,globoid_flattened,NA,Adenia heterophylla subsp. australis,039
Adenia heterophylla subsp. australis,seed_width,minimum,7,mm,Adenia heterophylla subsp. australis,039
Adenia heterophylla subsp. australis,seed_width,maximum,8,mm,Adenia heterophylla subsp. australis,039
Antiaris toxicaria subsp. macrophylla,flowering_time,mode,yyynnnyyyyyy,NA,Antiaris toxicaria var. macrophylla,063
Antiaris toxicaria subsp. macrophylla,fruiting_time,mode,yyynnnyyyyyy,NA,Antiaris toxicaria var. macrophylla,063
Antiaris toxicaria subsp. macrophylla,leaf_compoundness,mode,simple,NA,Antiaris toxicaria var. macrophylla,063
Antiaris toxicaria subsp. macrophylla,leaf_length,minimum,40,mm,Antiaris toxicaria var. macrophylla,063
Antiaris toxicaria subsp. macrophylla,leaf_length,maximum,210,mm,Antiaris toxicaria var. macrophylla,063
Antiaris toxicaria subsp. macrophylla,leaf_phenology,mode,deciduous,NA,Antiaris toxicaria var. macrophylla,063
Antiaris toxicaria subsp. macrophylla,leaf_shape,mode,ovate,NA,Antiaris toxicaria var. macrophylla,063
Antiaris toxicaria subsp. macrophylla,leaf_width,minimum,30,mm,Antiaris toxicaria var. macrophylla,063
Antiaris toxicaria subsp. macrophylla,leaf_width,maximum,80,mm,Antiaris toxicaria var. macrophylla,063
Antiaris toxicaria subsp. macrophylla,plant_height,maximum,28,m,Antiaris toxicaria var. macrophylla,063
Austrodolichos sp. 'Kakadu',leaf_compoundness,mode,compound,NA,Austrodolichos 'Kakadu',070
Austrodolichos sp. 'Kakadu',leaf_length,minimum,50,mm,Austrodolichos 'Kakadu',070
Austrodolichos sp. 'Kakadu',leaf_length,maximum,50,mm,Austrodolichos 'Kakadu',070
Austrodolichos sp. 'Kakadu',leaf_phenology,mode,evergreen,NA,Austrodolichos 'Kakadu',070
Austrodolichos sp. 'Kakadu',leaf_shape,mode,ovate,NA,Austrodolichos 'Kakadu',070
Austrodolichos sp. 'Kakadu',leaf_width,minimum,5,mm,Austrodolichos 'Kakadu',070
Austrodolichos sp. 'Kakadu',leaf_width,maximum,25,mm,Austrodolichos 'Kakadu',070
Austrodolichos sp. 'Kakadu',seed_height,minimum,3,mm,Austrodolichos 'Kakadu',070
Austrodolichos sp. 'Kakadu',seed_height,maximum,3.5,mm,Austrodolichos 'Kakadu',070
Austrodolichos sp. 'Kakadu',seed_length,minimum,4.5,mm,Austrodolichos 'Kakadu',070
Austrodolichos sp. 'Kakadu',seed_length,maximum,5,mm,Austrodolichos 'Kakadu',070
Austrodolichos sp. 'Kakadu',seed_width,minimum,3,mm,Austrodolichos 'Kakadu',070
Austrodolichos sp. 'Kakadu',seed_width,maximum,3.5,mm,Austrodolichos 'Kakadu',070
Barringtonia acutangula subsp. acutangula,flowering_time,mode,yyyyyyyyyyyy,NA,Barringtonia acutangula subsp. Acutangula,073
Barringtonia acutangula subsp. acutangula,fruiting_time,mode,yyyyyyyyyyyy,NA,Barringtonia acutangula subsp. Acutangula,073
Barringtonia acutangula subsp. acutangula,leaf_compoundness,mode,simple,NA,Barringtonia acutangula subsp. Acutangula,073
Barringtonia acutangula subsp. acutangula,leaf_length,minimum,35,mm,Barringtonia acutangula subsp. Acutangula,073
Barringtonia acutangula subsp. acutangula,leaf_length,maximum,210,mm,Barringtonia acutangula subsp. Acutangula,073
Barringtonia acutangula subsp. acutangula,leaf_phenology,mode,deciduous,NA,Barringtonia acutangula subsp. Acutangula,073
Barringtonia acutangula subsp. acutangula,leaf_shape,mode,obovate,NA,Barringtonia acutangula subsp. Acutangula,073
Barringtonia acutangula subsp. acutangula,leaf_width,minimum,10,mm,Barringtonia acutangula subsp. Acutangula,073
Barringtonia acutangula subsp. acutangula,leaf_width,maximum,95,mm,Barringtonia acutangula subsp. Acutangula,073
Barringtonia acutangula subsp. acutangula,plant_height,maximum,5,m,Barringtonia acutangula subsp. Acutangula,073
Bombax ceiba var. leiocarpum,flowering_time,mode,nnnnnnyyynnn,NA,Bombax ceiba var. leiocarpum,083
Bombax ceiba var. leiocarpum,fruiting_time,mode,nnnnnnnnnyyy,NA,Bombax ceiba var. leiocarpum,083
Bombax ceiba var. leiocarpum,leaf_compoundness,mode,compound,NA,Bombax ceiba var. leiocarpum,083
Bombax ceiba var. leiocarpum,leaf_length,minimum,60,mm,Bombax ceiba var. leiocarpum,083
Bombax ceiba var. leiocarpum,leaf_length,maximum,230,mm,Bombax ceiba var. leiocarpum,083
Bombax ceiba var. leiocarpum,leaf_phenology,mode,deciduous,NA,Bombax ceiba var. leiocarpum,083
Bombax ceiba var. leiocarpum,leaf_shape,mode,elliptical,NA,Bombax ceiba var. leiocarpum,083
Bombax ceiba var. leiocarpum,leaf_width,minimum,35,mm,Bombax ceiba var. leiocarpum,083
Bombax ceiba var. leiocarpum,leaf_width,maximum,80,mm,Bombax ceiba var. leiocarpum,083
Bombax ceiba var. leiocarpum,plant_height,maximum,20,m,Bombax ceiba var. leiocarpum,083
Bombax ceiba var. leiocarpum,seed_height,minimum,4,mm,Bombax ceiba var. leiocarpum,083
Bombax ceiba var. leiocarpum,seed_height,maximum,4,mm,Bombax ceiba var. leiocarpum,083
Bombax ceiba var. leiocarpum,seed_length,minimum,5,mm,Bombax ceiba var. leiocarpum,083
Bombax ceiba var. leiocarpum,seed_length,maximum,5.5,mm,Bombax ceiba var. leiocarpum,083
Bombax ceiba var. leiocarpum,seed_shape,mode,ovoid,NA,Bombax ceiba var. leiocarpum,083
Bombax ceiba var. leiocarpum,seed_width,minimum,4,mm,Bombax ceiba var. leiocarpum,083
Bombax ceiba var. leiocarpum,seed_width,maximum,4,mm,Bombax ceiba var. leiocarpum,083
Cajanus sp. [Cajanus eticulatus; NTH_2014],flowering_time,mode,nnyyyyyyynnn,NA,Cajanus eticulatus,092
Cajanus sp. [Cajanus eticulatus; NTH_2014],fruiting_time,mode,yyyyyyyyynnn,NA,Cajanus eticulatus,092
Cajanus sp. [Cajanus eticulatus; NTH_2014],leaf_compoundness,mode,compound,NA,Cajanus eticulatus,092
Cajanus sp. [Cajanus eticulatus; NTH_2014],leaf_length,minimum,40,mm,Cajanus eticulatus,092
Cajanus sp. [Cajanus eticulatus; NTH_2014],leaf_length,maximum,75,mm,Cajanus eticulatus,092
Cajanus sp. [Cajanus eticulatus; NTH_2014],leaf_phenology,mode,evergreen,NA,Cajanus eticulatus,092
Cajanus sp. [Cajanus eticulatus; NTH_2014],leaf_shape,mode,ovate,NA,Cajanus eticulatus,092
Cajanus sp. [Cajanus eticulatus; NTH_2014],leaf_width,minimum,24,mm,Cajanus eticulatus,092
Cajanus sp. [Cajanus eticulatus; NTH_2014],leaf_width,maximum,52,mm,Cajanus eticulatus,092
Cajanus sp. [Cajanus eticulatus; NTH_2014],seed_height,minimum,2.5,mm,Cajanus eticulatus,092
Cajanus sp. [Cajanus eticulatus; NTH_2014],seed_height,maximum,3,mm,Cajanus eticulatus,092
Cajanus sp. [Cajanus eticulatus; NTH_2014],seed_length,minimum,3.5,mm,Cajanus eticulatus,092
Cajanus sp. [Cajanus eticulatus; NTH_2014],seed_length,maximum,4,mm,Cajanus eticulatus,092
Cajanus sp. [Cajanus eticulatus; NTH_2014],seed_shape,mode,ellipsoid,NA,Cajanus eticulatus,092
Cajanus sp. [Cajanus eticulatus; NTH_2014],seed_width,minimum,2.5,mm,Cajanus eticulatus,092
Cajanus sp. [Cajanus eticulatus; NTH_2014],seed_width,maximum,3,mm,Cajanus eticulatus,092
Causonis maritima,flowering_time,mode,nyyyyyyyyynn,NA,Cajanus maritima,093
Causonis maritima,fruiting_time,mode,nnnyyyyyynnn,NA,Cajanus maritima,093
Causonis maritima,leaf_compoundness,mode,compound,NA,Cajanus maritima,093
Causonis maritima,leaf_length,minimum,35,mm,Cajanus maritima,093
Causonis maritima,leaf_length,maximum,100,mm,Cajanus maritima,093
Causonis maritima,leaf_phenology,mode,evergreen,NA,Cajanus maritima,093
Causonis maritima,leaf_width,minimum,20,mm,Cajanus maritima,093
Causonis maritima,leaf_width,maximum,70,mm,Cajanus maritima,093
Causonis maritima,seed_height,minimum,10,mm,Cajanus maritima,093
Causonis maritima,seed_height,maximum,12,mm,Cajanus maritima,093
Causonis maritima,seed_length,minimum,14,mm,Cajanus maritima,093
Causonis maritima,seed_length,maximum,15,mm,Cajanus maritima,093
Causonis maritima,seed_width,minimum,10,mm,Cajanus maritima,093
Causonis maritima,seed_width,maximum,12,mm,Cajanus maritima,093
Cajanus sp. [Cajanus papuana; NTH_2014],flowering_time,mode,yyyyyyyyynnn,NA,Cajanus papuana,095
Cajanus sp. [Cajanus papuana; NTH_2014],fruiting_time,mode,yyyyyyyyynnn,NA,Cajanus papuana,095
Cajanus sp. [Cajanus papuana; NTH_2014],leaf_compoundness,mode,compound,NA,Cajanus papuana,095
Cajanus sp. [Cajanus papuana; NTH_2014],leaf_length,minimum,37,mm,Cajanus papuana,095
Cajanus sp. [Cajanus papuana; NTH_2014],leaf_length,maximum,120,mm,Cajanus papuana,095
Cajanus sp. [Cajanus papuana; NTH_2014],leaf_phenology,mode,evergreen,NA,Cajanus papuana,095
Cajanus sp. [Cajanus papuana; NTH_2014],leaf_width,minimum,51,mm,Cajanus papuana,095
Cajanus sp. [Cajanus papuana; NTH_2014],leaf_width,maximum,97,mm,Cajanus papuana,095
Cajanus sp. [Cajanus papuana; NTH_2014],seed_height,minimum,8,mm,Cajanus papuana,095
Cajanus sp. [Cajanus papuana; NTH_2014],seed_height,maximum,12,mm,Cajanus papuana,095
Cajanus sp. [Cajanus papuana; NTH_2014],seed_length,minimum,13,mm,Cajanus papuana,095
Cajanus sp. [Cajanus papuana; NTH_2014],seed_length,maximum,17,mm,Cajanus papuana,095
Cajanus sp. [Cajanus papuana; NTH_2014],seed_width,minimum,8,mm,Cajanus papuana,095
Cajanus sp. [Cajanus papuana; NTH_2014],seed_width,maximum,12,mm,Cajanus papuana,095
Cajanus sp. [Cajanus rosea; NTH_2014],flowering_time,mode,nyyyyyyyyynn,NA,Cajanus rosea,096
Cajanus sp. [Cajanus rosea; NTH_2014],fruiting_time,mode,nnnyyyyyynnn,NA,Cajanus rosea,096
Cajanus sp. [Cajanus rosea; NTH_2014],leaf_compoundness,mode,compound,NA,Cajanus rosea,096
Cajanus sp. [Cajanus rosea; NTH_2014],leaf_length,minimum,35,mm,Cajanus rosea,096
Cajanus sp. [Cajanus rosea; NTH_2014],leaf_length,maximum,100,mm,Cajanus rosea,096
Cajanus sp. [Cajanus rosea; NTH_2014],leaf_phenology,mode,evergreen,NA,Cajanus rosea,096
Cajanus sp. [Cajanus rosea; NTH_2014],leaf_width,minimum,20,mm,Cajanus rosea,096
Cajanus sp. [Cajanus rosea; NTH_2014],leaf_width,maximum,70,mm,Cajanus rosea,096
Cajanus sp. [Cajanus rosea; NTH_2014],seed_height,minimum,10,mm,Cajanus rosea,096
Cajanus sp. [Cajanus rosea; NTH_2014],seed_height,maximum,12,mm,Cajanus rosea,096
Cajanus sp. [Cajanus rosea; NTH_2014],seed_length,minimum,14,mm,Cajanus rosea,096
Cajanus sp. [Cajanus rosea; NTH_2014],seed_length,maximum,15,mm,Cajanus rosea,096
Cajanus sp. [Cajanus rosea; NTH_2014],seed_width,minimum,10,mm,Cajanus rosea,096
Cajanus sp. [Cajanus rosea; NTH_2014],seed_width,maximum,12,mm,Cajanus rosea,096
Cajanus scarabaeoides var. pedunculatus,flowering_time,mode,yyyyynnnnnnn,NA,Cajanus scarabaeoides var. pedunculatus,097
Cajanus scarabaeoides var. pedunculatus,fruiting_time,mode,nnyyyyyyynnn,NA,Cajanus scarabaeoides var. pedunculatus,097
Cajanus scarabaeoides var. pedunculatus,leaf_compoundness,mode,compound,NA,Cajanus scarabaeoides var. pedunculatus,097
Cajanus scarabaeoides var. pedunculatus,leaf_length,minimum,9,mm,Cajanus scarabaeoides var. pedunculatus,097
Cajanus scarabaeoides var. pedunculatus,leaf_length,maximum,30,mm,Cajanus scarabaeoides var. pedunculatus,097
Cajanus scarabaeoides var. pedunculatus,leaf_phenology,mode,evergreen,NA,Cajanus scarabaeoides var. pedunculatus,097
Cajanus scarabaeoides var. pedunculatus,leaf_shape,mode,obovate,NA,Cajanus scarabaeoides var. pedunculatus,097
Cajanus scarabaeoides var. pedunculatus,leaf_width,minimum,14,mm,Cajanus scarabaeoides var. pedunculatus,097
Cajanus scarabaeoides var. pedunculatus,leaf_width,maximum,40,mm,Cajanus scarabaeoides var. pedunculatus,097
Cajanus scarabaeoides var. pedunculatus,seed_height,minimum,3,mm,Cajanus scarabaeoides var. pedunculatus,097
Cajanus scarabaeoides var. pedunculatus,seed_height,maximum,4,mm,Cajanus scarabaeoides var. pedunculatus,097
Cajanus scarabaeoides var. pedunculatus,seed_length,minimum,4,mm,Cajanus scarabaeoides var. pedunculatus,097
Cajanus scarabaeoides var. pedunculatus,seed_length,maximum,5,mm,Cajanus scarabaeoides var. pedunculatus,097
Cajanus scarabaeoides var. pedunculatus,seed_shape,mode,ellipsoid,NA,Cajanus scarabaeoides var. pedunculatus,097
Cajanus scarabaeoides var. pedunculatus,seed_width,minimum,3,mm,Cajanus scarabaeoides var. pedunculatus,097
Cajanus scarabaeoides var. pedunculatus,seed_width,maximum,4,mm,Cajanus scarabaeoides var. pedunculatus,097
Casuarina cunninghamiana subsp. miodon,dispersal_appendage,mode,wings,NA,Casuarina cunninghamiana subsp. miodon,118
Casuarina cunninghamiana subsp. miodon,fruit_type,mode,samara,NA,Casuarina cunninghamiana subsp. miodon,118
Casuarina cunninghamiana subsp. miodon,fruiting_time,mode,yyyyyyyyyyyy,NA,Casuarina cunninghamiana subsp. miodon,118
Casuarina cunninghamiana subsp. miodon,leaf_length,minimum,2,mm,Casuarina cunninghamiana subsp. miodon,118
Casuarina cunninghamiana subsp. miodon,leaf_length,maximum,7,mm,Casuarina cunninghamiana subsp. miodon,118
Casuarina cunninghamiana subsp. miodon,leaf_phenology,mode,evergreen,NA,Casuarina cunninghamiana subsp. miodon,118
Casuarina cunninghamiana subsp. miodon,leaf_width,minimum,0.5,mm,Casuarina cunninghamiana subsp. miodon,118
Casuarina cunninghamiana subsp. miodon,leaf_width,maximum,0.7,mm,Casuarina cunninghamiana subsp. miodon,118
Casuarina cunninghamiana subsp. miodon,plant_height,maximum,20,m,Casuarina cunninghamiana subsp. miodon,118
Casuarina cunninghamiana subsp. miodon,plant_photosynthetic_organ,mode,cladode,NA,Casuarina cunninghamiana subsp. miodon,118
Casuarina equisetifolia subsp. equisetifolia,dispersal_appendage,mode,wings,NA,Casuarina equisetifolia subsp. equisetifolia,119
Casuarina equisetifolia subsp. equisetifolia,fruit_type,mode,samara,NA,Casuarina equisetifolia subsp. equisetifolia,119
Casuarina equisetifolia subsp. equisetifolia,fruiting_time,mode,yyyyyyyyynnn,NA,Casuarina equisetifolia subsp. equisetifolia,119
Casuarina equisetifolia subsp. equisetifolia,leaf_length,minimum,5,mm,Casuarina equisetifolia subsp. equisetifolia,119
Casuarina equisetifolia subsp. equisetifolia,leaf_length,maximum,8,mm,Casuarina equisetifolia subsp. equisetifolia,119
Casuarina equisetifolia subsp. equisetifolia,leaf_phenology,mode,evergreen,NA,Casuarina equisetifolia subsp. equisetifolia,119
Casuarina equisetifolia subsp. equisetifolia,leaf_width,minimum,0.5,mm,Casuarina equisetifolia subsp. equisetifolia,119
Casuarina equisetifolia subsp. equisetifolia,leaf_width,maximum,0.7,mm,Casuarina equisetifolia subsp. equisetifolia,119
Casuarina equisetifolia subsp. equisetifolia,plant_height,maximum,20,m,Casuarina equisetifolia subsp. equisetifolia,119
Casuarina equisetifolia subsp. equisetifolia,plant_photosynthetic_organ,mode,cladode,NA,Casuarina equisetifolia subsp. equisetifolia,119
Chamaecrista sp. [Cassia harneyi Specht],flowering_time,mode,nnyyyyyynnnn,NA,Chamaecrista sp. Cassia harneyi,127
Chamaecrista sp. [Cassia harneyi Specht],fruiting_time,mode,nnyyyyyynnnn,NA,Chamaecrista sp. Cassia harneyi,127
Chamaecrista sp. [Cassia harneyi Specht],leaf_compoundness,mode,compound,NA,Chamaecrista sp. Cassia harneyi,127
Chamaecrista sp. [Cassia harneyi Specht],leaf_length,minimum,7,mm,Chamaecrista sp. Cassia harneyi,127
Chamaecrista sp. [Cassia harneyi Specht],leaf_length,maximum,25,mm,Chamaecrista sp. Cassia harneyi,127
Chamaecrista sp. [Cassia harneyi Specht],leaf_phenology,mode,evergreen,NA,Chamaecrista sp. Cassia harneyi,127
Chamaecrista sp. [Cassia harneyi Specht],leaf_shape,mode,oblong,NA,Chamaecrista sp. Cassia harneyi,127
Chamaecrista sp. [Cassia harneyi Specht],leaf_width,minimum,1.3,mm,Chamaecrista sp. Cassia harneyi,127
