Chronosequence stage,Plot,Latitude,Longitude,Easting,Northing,Cation exchange capacity (cmolc/kg),pH-CaCl2,Soil total N (g/kg),Soil carbonates content (%),Soil total P (mg/kg),Species (with common names),Species,Family,Leaf ash (% DW),Leaf total phenols (GAE g/kg DW),Leaf Si (g/kg DW),Leaf Ca (g/kg DW),Leaf Fe (mg/kg DW),Leaf K (g/kg DW),Leaf Mg (g/kg DW),Leaf Mn (mg/kg DW),Leaf P (g/kg DW),latitude (deg),longitude (deg)
Stage 4,S.W.34,"30deg 1' 39.3"" S","115deg 2' 20.0"" E",310889,6676538,4.21,6.07,0.10,0.00,12.83,Schoenus brevisetis,Schoenus brevisetis,Cyperaceae,10.65,41.63,5.42,0.08,39.45,,0.11,3.94,,-30.0275,115.0388889
Stage 4,S.W.34,"30deg 1' 39.3"" S","115deg 2' 20.0"" E",310889,6676538,4.21,6.07,0.10,0.00,12.83,Hibbertia hypericoides (Yellow Buttercups),Hibbertia hypericoides,Dilleniaceae,6.75,49.70,5.99,0.82,52.92,10.36,1.93,12.77,0.29,-30.0275,115.0388889
Stage 4,S.W.34,"30deg 1' 39.3"" S","115deg 2' 20.0"" E",310889,6676538,4.21,6.07,0.10,0.00,12.83,Acacia lasiocarpa,Acacia lasiocarpa,Fabaceae,6.32,49.34,2.17,1.88,67.19,5.83,2.47,13.83,0.25,-30.0275,115.0388889
Stage 4,S.W.34,"30deg 1' 39.3"" S","115deg 2' 20.0"" E",310889,6676538,4.21,6.07,0.10,0.00,12.83,Bossiaea eriocarpa (Common Brown Pea),Bossiaea eriocarpa,Fabaceae,4.71,43.63,0.58,1.10,84.31,10.69,2.29,13.73,0.33,-30.0275,115.0388889
Stage 4,S.W.34,"30deg 1' 39.3"" S","115deg 2' 20.0"" E",310889,6676538,4.21,6.07,0.10,0.00,12.83,Daviesia podophylla,Daviesia podophylla,Fabaceae,5.00,41.36,0.35,1.11,82.00,9.98,1.19,76.00,0.41,-30.0275,115.0388889
Stage 4,S.W.34,"30deg 1' 39.3"" S","115deg 2' 20.0"" E",310889,6676538,4.21,6.07,0.10,0.00,12.83,Scaevola canescens (Grey Scaevola),Scaevola canescens,Goodeniaceae,9.48,43.80,0.31,1.79,61.90,8.94,2.55,9.67,0.50,-30.0275,115.0388889
Stage 4,S.W.34,"30deg 1' 39.3"" S","115deg 2' 20.0"" E",310889,6676538,4.21,6.07,0.10,0.00,12.83,"Conostylis candicans subsp, calcicola",Conostylis candicans subsp. calcicola,Haemodoraceae,4.66,43.89,3.03,0.50,58.25,15.40,1.01,66.02,0.32,-30.0275,115.0388889
Stage 4,S.W.34,"30deg 1' 39.3"" S","115deg 2' 20.0"" E",310889,6676538,4.21,6.07,0.10,0.00,12.83,"Calothamnus quadrifidus subsp, quadrifidus",Calothamnus quadrifidus subsp. quadrifidus,Myrtaceae,4.63,46.86,0.20,0.54,50.00,11.89,2.48,14.81,0.40,-30.0275,115.0388889
Stage 4,S.W.34,"30deg 1' 39.3"" S","115deg 2' 20.0"" E",310889,6676538,4.21,6.07,0.10,0.00,12.83,Melaleuca systena,Melaleuca systena,Myrtaceae,4.38,53.38,0.29,1.08,75.70,8.51,4.36,9.96,0.26,-30.0275,115.0388889
Stage 4,S.W.34,"30deg 1' 39.3"" S","115deg 2' 20.0"" E",310889,6676538,4.21,6.07,0.10,0.00,12.83,"Banksia leptophylla var, melletica",Banksia leptophylla var. melletica,Proteaceae,3.25,40.96,5.65,0.32,178.08,6.90,0.86,56.51,0.34,-30.0275,115.0388889
Stage 4,S.W.34,"30deg 1' 39.3"" S","115deg 2' 20.0"" E",310889,6676538,4.21,6.07,0.10,0.00,12.83,Hakea incrassata (Marble Hakea),Hakea incrassata,Proteaceae,3.50,46.60,0.69,0.83,351.46,7.18,1.13,25.24,0.23,-30.0275,115.0388889
Stage 4,S.W.34,"30deg 1' 39.3"" S","115deg 2' 20.0"" E",310889,6676538,4.21,6.07,0.10,0.00,12.83,Desmocladus asper,Desmocladus asper,Restionaceae,3.20,39.22,6.10,0.18,96.09,9.15,0.74,51.60,0.19,-30.0275,115.0388889
Stage 4,S.W.34,"30deg 1' 39.3"" S","115deg 2' 20.0"" E",310889,6676538,4.21,6.07,0.10,0.00,12.83,"Stenanthemum notiale subsp, notiale",Stenanthemum notiale subsp. notiale,Rhamnaceae,5.51,40.03,0.48,1.31,91.91,12.54,0.88,11.03,0.45,-30.0275,115.0388889
Stage 4,S.W.6,"30deg 5' 52.9"" S","115deg 3' 28.7"" E",312862,6668761,4.02,5.82,0.30,0.00,26.96,Acanthocarpus preissii,Acanthocarpus preissii,Asparagaceae,3.93,27.14,0.27,0.44,58.94,16.82,0.79,13.75,0.59,-30.09777778,115.0579722
Stage 4,S.W.6,"30deg 5' 52.9"" S","115deg 3' 28.7"" E",312862,6668761,4.02,5.82,0.30,0.00,26.96,Hibbertia hypericoides (Yellow Buttercups),Hibbertia hypericoides,Dilleniaceae,7.36,38.71,9.32,1.10,61.63,15.31,1.95,23.86,0.32,-30.09777778,115.0579722
Stage 4,S.W.6,"30deg 5' 52.9"" S","115deg 3' 28.7"" E",312862,6668761,4.02,5.82,0.30,0.00,26.96,Acacia spathulifolia,Acacia spathulifolia,Fabaceae,23.06,30.42,1.02,7.60,75.61,8.49,3.99,17.01,0.40,-30.09777778,115.0579722
Stage 4,S.W.6,"30deg 5' 52.9"" S","115deg 3' 28.7"" E",312862,6668761,4.02,5.82,0.30,0.00,26.96,Labichea cassioides,Labichea cassioides,Fabaceae,6.31,35.02,6.10,1.09,85.34,13.58,1.69,35.25,0.58,-30.09777778,115.0579722
Stage 4,S.W.6,"30deg 5' 52.9"" S","115deg 3' 28.7"" E",312862,6668761,4.02,5.82,0.30,0.00,26.96,Scaevola canescens (Grey Scaevola),Scaevola canescens,Goodeniaceae,21.19,28.42,0.71,3.51,102.12,19.65,4.14,36.61,0.46,-30.09777778,115.0579722
Stage 4,S.W.6,"30deg 5' 52.9"" S","115deg 3' 28.7"" E",312862,6668761,4.02,5.82,0.30,0.00,26.96,"Conostylis candicans subsp, calcicola",Conostylis candicans subsp. calcicola,Haemodoraceae,3.72,31.63,2.78,0.42,74.36,18.63,0.75,43.05,0.30,-30.09777778,115.0579722
Stage 4,S.W.6,"30deg 5' 52.9"" S","115deg 3' 28.7"" E",312862,6668761,4.02,5.82,0.30,0.00,26.96,"Calothamnus quadrifidus subsp, quadrifidus",Calothamnus quadrifidus subsp. quadrifidus,Myrtaceae,3.73,36.41,0.41,0.47,63.43,11.29,2.00,13.06,0.30,-30.09777778,115.0579722
Stage 4,S.W.6,"30deg 5' 52.9"" S","115deg 3' 28.7"" E",312862,6668761,4.02,5.82,0.30,0.00,26.96,Scholtzia umbellifera,Scholtzia umbellifera,Myrtaceae,4.25,43.99,0.22,0.81,61.78,8.92,1.21,7.72,0.34,-30.09777778,115.0579722
Stage 4,S.W.6,"30deg 5' 52.9"" S","115deg 3' 28.7"" E",312862,6668761,4.02,5.82,0.30,0.00,26.96,"Banksia leptophylla var, melletica",Banksia leptophylla var. melletica,Proteaceae,3.98,37.33,6.44,0.50,117.30,8.45,0.69,361.83,0.28,-30.09777778,115.0579722
Stage 4,S.W.6,"30deg 5' 52.9"" S","115deg 3' 28.7"" E",312862,6668761,4.02,5.82,0.30,0.00,26.96,"Banksia nivea subsp, nivea",Banksia nivea subsp. nivea,Proteaceae,3.26,30.77,0.38,0.48,57.58,8.93,1.51,165.07,0.34,-30.09777778,115.0579722
Stage 4,S.W.6,"30deg 5' 52.9"" S","115deg 3' 28.7"" E",312862,6668761,4.02,5.82,0.30,0.00,26.96,Desmocladus asper,Desmocladus asper,Restionaceae,4.70,29.93,9.70,0.39,218.05,11.28,0.85,80.83,0.17,-30.09777778,115.0579722
Stage 4,S.W.6,"30deg 5' 52.9"" S","115deg 3' 28.7"" E",312862,6668761,4.02,5.82,0.30,0.00,26.96,Lepidobolus preissianus,Lepidobolus preissianus,Restionaceae,5.08,29.30,9.06,0.85,48.83,8.77,0.89,253.91,0.16,-30.09777778,115.0579722
Stage 4,S.W.6,"30deg 5' 52.9"" S","115deg 3' 28.7"" E",312862,6668761,4.02,5.82,0.30,0.00,26.96,"Stenanthemum notiale subsp, notiale",Stenanthemum notiale subsp. notiale,Rhamnaceae,5.60,31.03,0.43,1.38,108.00,14.70,1.04,14.00,0.51,-30.09777778,115.0579722
Stage 4,S.W.8,"30deg 14' 7.0"" S","115deg 4' 14.4"" E",314343,6653569,3.77,5.48,0.20,0.00,14.76,Hibbertia hypericoides (Yellow Buttercups),Hibbertia hypericoides,Dilleniaceae,4.99,55.41,4.83,1.00,91.82,12.89,1.92,25.95,0.32,-30.23527778,115.0706667
Stage 4,S.W.8,"30deg 14' 7.0"" S","115deg 4' 14.4"" E",314343,6653569,3.77,5.48,0.20,0.00,14.76,Jacksonia hakeoides,Jacksonia hakeoides,Fabaceae,4.80,48.05,0.38,0.66,126.00,13.30,2.04,10.00,0.55,-30.23527778,115.0706667
Stage 4,S.W.8,"30deg 14' 7.0"" S","115deg 4' 14.4"" E",314343,6653569,3.77,5.48,0.20,0.00,14.76,Labichea cassioides,Labichea cassioides,Fabaceae,7.07,47.97,7.68,1.34,72.69,14.44,2.65,29.47,0.46,-30.23527778,115.0706667
Stage 4,S.W.8,"30deg 14' 7.0"" S","115deg 4' 14.4"" E",314343,6653569,3.77,5.48,0.20,0.00,14.76,"Conostylis candicans subsp, candicans",Conostylis candicans subsp. candicans,Haemodoraceae,5.60,46.33,1.69,0.48,58.00,25.20,1.47,60.00,0.56,-30.23527778,115.0706667
Stage 4,S.W.8,"30deg 14' 7.0"" S","115deg 4' 14.4"" E",314343,6653569,3.77,5.48,0.20,0.00,14.76,"Calothamnus quadrifidus subsp, quadrifidus",Calothamnus quadrifidus subsp. quadrifidus,Myrtaceae,3.39,49.56,0.18,0.44,73.71,11.85,2.39,21.91,0.73,-30.23527778,115.0706667
Stage 4,S.W.8,"30deg 14' 7.0"" S","115deg 4' 14.4"" E",314343,6653569,3.77,5.48,0.20,0.00,14.76,Melaleuca systena,Melaleuca systena,Myrtaceae,4.38,48.07,0.17,0.73,47.81,11.10,3.07,15.94,0.64,-30.23527778,115.0706667
Stage 4,S.W.8,"30deg 14' 7.0"" S","115deg 4' 14.4"" E",314343,6653569,3.77,5.48,0.20,0.00,14.76,Scholtzia umbellifera,Scholtzia umbellifera,Myrtaceae,0.20,59.66,0.32,0.93,57.54,9.62,1.62,15.87,0.35,-30.23527778,115.0706667
Stage 4,S.W.8,"30deg 14' 7.0"" S","115deg 4' 14.4"" E",314343,6653569,3.77,5.48,0.20,0.00,14.76,"Banksia leptophylla var, melletica",Banksia leptophylla var. melletica,Proteaceae,3.79,46.55,2.22,0.50,81.84,9.68,1.15,71.86,0.43,-30.23527778,115.0706667
Stage 4,S.W.8,"30deg 14' 7.0"" S","115deg 4' 14.4"" E",314343,6653569,3.77,5.48,0.20,0.00,14.76,"Banksia sessilis var, cygnorum",Banksia sessilis var. cygnorum,Proteaceae,2.18,47.50,0.61,0.39,128.97,8.53,1.43,89.29,0.28,-30.23527778,115.0706667
Stage 4,S.W.8,"30deg 14' 7.0"" S","115deg 4' 14.4"" E",314343,6653569,3.77,5.48,0.20,0.00,14.76,Desmocladus asper,Desmocladus asper,Restionaceae,3.68,43.32,7.11,0.17,106.59,11.45,0.86,96.90,0.20,-30.23527778,115.0706667
Stage 4,S.W.8,"30deg 14' 7.0"" S","115deg 4' 14.4"" E",314343,6653569,3.77,5.48,0.20,0.00,14.76,"Stenanthemum notiale subsp, notiale",Stenanthemum notiale subsp. notiale,Rhamnaceae,4.55,47.23,0.25,1.07,80.15,14.03,0.93,18.21,0.49,-30.23527778,115.0706667
Stage 5,B.HR.2,"30deg 17' 42.3"" S","115deg 11' 15.5"" E",325707,6647125,3.23,4.92,0.20,0.00,9.00,Mesomelaena pseudostygia,Mesomelaena pseudostygia,Cyperaceae,5.86,49.77,19.60,0.56,32.97,9.03,0.72,80.59,0.24,-30.295,115.1876389
Stage 5,B.HR.2,"30deg 17' 42.3"" S","115deg 11' 15.5"" E",325707,6647125,3.23,4.92,0.20,0.00,9.00,Schoenus brevisetis,Schoenus brevisetis,Cyperaceae,4.11,41.29,14.27,0.27,52.84,8.85,0.54,45.01,0.26,-30.295,115.1876389
Stage 5,B.HR.2,"30deg 17' 42.3"" S","115deg 11' 15.5"" E",325707,6647125,3.23,4.92,0.20,0.00,9.00,Dasypogon obliquifolius,Dasypogon obliquifolius,Dasypogonaceae,3.02,47.67,5.67,0.46,71.83,7.18,1.73,62.38,0.16,-30.295,115.1876389
Stage 5,B.HR.2,"30deg 17' 42.3"" S","115deg 11' 15.5"" E",325707,6647125,3.23,4.92,0.20,0.00,9.00,Conostephium pendulum (Pearl Flower),Conostephium pendulum,Ericaceae,3.19,51.33,0.43,1.06,37.85,8.29,1.19,35.86,0.30,-30.295,115.1876389
Stage 5,B.HR.2,"30deg 17' 42.3"" S","115deg 11' 15.5"" E",325707,6647125,3.23,4.92,0.20,0.00,9.00,Bossiaea eriocarpa (Common Brown Pea),Bossiaea eriocarpa,Fabaceae,4.38,49.10,0.48,1.21,64.76,9.18,1.56,85.71,0.35,-30.295,115.1876389
Stage 5,B.HR.2,"30deg 17' 42.3"" S","115deg 11' 15.5"" E",325707,6647125,3.23,4.92,0.20,0.00,9.00,Jacksonia floribunda (Holly Pea),Jacksonia floribunda,Fabaceae,4.24,42.63,0.66,1.35,82.85,7.86,2.49,17.34,0.32,-30.295,115.1876389
Stage 5,B.HR.2,"30deg 17' 42.3"" S","115deg 11' 15.5"" E",325707,6647125,3.23,4.92,0.20,0.00,9.00,Blancoa canescens (Winter Bell),Blancoa canescens,Haemodoraceae,3.26,45.69,4.38,0.35,34.55,11.75,0.78,105.57,0.29,-30.295,115.1876389
Stage 5,B.HR.2,"30deg 17' 42.3"" S","115deg 11' 15.5"" E",325707,6647125,3.23,4.92,0.20,0.00,9.00,Phlebocarya filifolia,Phlebocarya filifolia,Haemodoraceae,4.04,42.54,3.62,0.72,26.36,10.51,1.27,10.54,0.31,-30.295,115.1876389
Stage 5,B.HR.2,"30deg 17' 42.3"" S","115deg 11' 15.5"" E",325707,6647125,3.23,4.92,0.20,0.00,9.00,"Eremaea asterocarpa subsp, asterocarpa",Eremaea asterocarpa subsp. asterocarpa,Myrtaceae,9.27,42.94,0.27,2.80,52.12,8.20,3.20,40.54,0.28,-30.295,115.1876389
Stage 5,B.HR.2,"30deg 17' 42.3"" S","115deg 11' 15.5"" E",325707,6647125,3.23,4.92,0.20,0.00,9.00,Eucalyptus todtiana (Coastal Blackbutt),Eucalyptus todtiana,Myrtaceae,3.49,67.25,0.79,0.86,61.08,7.92,2.44,50.61,0.33,-30.295,115.1876389
Stage 5,B.HR.2,"30deg 17' 42.3"" S","115deg 11' 15.5"" E",325707,6647125,3.23,4.92,0.20,0.00,9.00,Melaleuca leuropoma,Melaleuca leuropoma,Myrtaceae,7.40,42.77,0.42,1.58,72.00,8.22,5.82,42.00,0.26,-30.295,115.1876389
Stage 5,B.HR.2,"30deg 17' 42.3"" S","115deg 11' 15.5"" E",325707,6647125,3.23,4.92,0.20,0.00,9.00,Banksia attenuata (Slender Banksia),Banksia attenuata,Proteaceae,3.24,48.26,3.26,4.58,91.60,8.30,0.98,116.41,0.28,-30.295,115.1876389
Stage 5,B.HR.2,"30deg 17' 42.3"" S","115deg 11' 15.5"" E",325707,6647125,3.23,4.92,0.20,0.00,9.00,Banksia menziesii (Firewood Banksia),Banksia menziesii,Proteaceae,3.50,51.61,1.40,0.94,112.34,5.82,2.63,224.68,0.30,-30.295,115.1876389
Stage 5,B.HR.2,"30deg 17' 42.3"" S","115deg 11' 15.5"" E",325707,6647125,3.23,4.92,0.20,0.00,9.00,Stirlingia latifolia (Blueboy),Stirlingia latifolia,Proteaceae,5.70,46.55,0.45,1.53,39.72,7.55,2.16,56.99,0.18,-30.295,115.1876389
Stage 5,B.HR.2,"30deg 17' 42.3"" S","115deg 11' 15.5"" E",325707,6647125,3.23,4.92,0.20,0.00,9.00,Alexgeorgea nitens,Alexgeorgea nitens,Restionaceae,2.90,47.29,4.24,0.32,46.42,10.66,1.86,119.92,0.20,-30.295,115.1876389
Stage 5,B.HR.2,"30deg 17' 42.3"" S","115deg 11' 15.5"" E",325707,6647125,3.23,4.92,0.20,0.00,9.00,Chordifex sinuosus,Chordifex sinuosus,Restionaceae,3.14,38.06,6.61,0.27,55.35,8.91,1.37,173.43,0.15,-30.295,115.1876389
Stage 5,B.HR.2,"30deg 17' 42.3"" S","115deg 11' 15.5"" E",325707,6647125,3.23,4.92,0.20,0.00,9.00,Xanthorrhoea preissii (Grass tree),Xanthorrhoea preissii,Xanthorrhoeaceae,2.91,45.21,0.17,0.48,40.70,14.75,1.00,13.57,0.31,-30.295,115.1876389
Stage 5,B.HR.5,"30deg 17' 39.2"" S","115deg 11' 5.7"" E",325444,6647217,1.68,4.83,0.20,0.00,8.02,Mesomelaena pseudostygia,Mesomelaena pseudostygia,Cyperaceae,5.67,35.67,13.88,0.43,39.01,10.83,0.94,31.91,0.17,-30.29416667,115.1849167
Stage 5,B.HR.5,"30deg 17' 39.2"" S","115deg 11' 5.7"" E",325444,6647217,1.68,4.83,0.20,0.00,8.02,Schoenus curvifolius,Schoenus curvifolius,Cyperaceae,5.01,37.93,12.86,0.39,51.88,10.79,1.30,60.82,0.35,-30.29416667,115.1849167
Stage 5,B.HR.5,"30deg 17' 39.2"" S","115deg 11' 5.7"" E",325444,6647217,1.68,4.83,0.20,0.00,8.02,Dasypogon obliquifolius,Dasypogon obliquifolius,Dasypogonaceae,5.54,36.91,14.07,0.52,76.48,9.24,1.69,51.63,0.19,-30.29416667,115.1849167
Stage 5,B.HR.5,"30deg 17' 39.2"" S","115deg 11' 5.7"" E",325444,6647217,1.68,4.83,0.20,0.00,8.02,Conostephium pendulum (Pearl Flower),Conostephium pendulum,Ericaceae,4.32,42.34,1.12,1.07,47.15,10.75,1.50,21.61,0.34,-30.29416667,115.1849167
Stage 5,B.HR.5,"30deg 17' 39.2"" S","115deg 11' 5.7"" E",325444,6647217,1.68,4.83,0.20,0.00,8.02,Leucopogon polymorphus,Leucopogon polymorphus,Ericaceae,4.21,38.61,0.47,0.89,63.10,12.22,1.68,21.03,0.42,-30.29416667,115.1849167
Stage 5,B.HR.5,"30deg 17' 39.2"" S","115deg 11' 5.7"" E",325444,6647217,1.68,4.83,0.20,0.00,8.02,Bossiaea eriocarpa (Common Brown Pea),Bossiaea eriocarpa,Fabaceae,3.79,41.60,0.53,0.97,57.88,8.92,1.40,29.94,0.42,-30.29416667,115.1849167
Stage 5,B.HR.5,"30deg 17' 39.2"" S","115deg 11' 5.7"" E",325444,6647217,1.68,4.83,0.20,0.00,8.02,Jacksonia floribunda (Holly Pea),Jacksonia floribunda,Fabaceae,3.36,43.09,0.81,0.68,95.15,11.29,1.21,16.79,0.32,-30.29416667,115.1849167
Stage 5,B.HR.5,"30deg 17' 39.2"" S","115deg 11' 5.7"" E",325444,6647217,1.68,4.83,0.20,0.00,8.02,Conostylis setigera (Bristly Cottonhead),Conostylis setigera,Haemodoraceae,4.81,36.01,6.43,0.41,33.27,13.03,1.34,75.79,0.28,-30.29416667,115.1849167
Stage 5,B.HR.5,"30deg 17' 39.2"" S","115deg 11' 5.7"" E",325444,6647217,1.68,4.83,0.20,0.00,8.02,Phlebocarya filifolia,Phlebocarya filifolia,Haemodoraceae,4.67,39.52,3.50,0.51,28.04,9.05,1.66,9.35,0.26,-30.29416667,115.1849167
Stage 5,B.HR.5,"30deg 17' 39.2"" S","115deg 11' 5.7"" E",325444,6647217,1.68,4.83,0.20,0.00,8.02,"Eremaea asterocarpa subsp, asterocarpa",Eremaea asterocarpa subsp. asterocarpa,Myrtaceae,6.04,47.58,1.64,1.39,118.91,10.00,3.35,19.49,0.28,-30.29416667,115.1849167
Stage 5,B.HR.5,"30deg 17' 39.2"" S","115deg 11' 5.7"" E",325444,6647217,1.68,4.83,0.20,0.00,8.02,Melaleuca leuropoma,Melaleuca leuropoma,Myrtaceae,5.03,31.01,0.39,0.99,63.31,8.18,4.79,16.76,0.21,-30.29416667,115.1849167
Stage 5,B.HR.5,"30deg 17' 39.2"" S","115deg 11' 5.7"" E",325444,6647217,1.68,4.83,0.20,0.00,8.02,Amphipogon turbinatus,Amphipogon turbinatus,Poaceae,4.47,31.88,11.28,0.13,35.02,13.44,0.34,13.62,0.28,-30.29416667,115.1849167
Stage 5,B.HR.5,"30deg 17' 39.2"" S","115deg 11' 5.7"" E",325444,6647217,1.68,4.83,0.20,0.00,8.02,Banksia attenuata (Slender Banksia),Banksia attenuata,Proteaceae,4.35,38.73,6.76,0.49,106.72,7.04,1.65,124.51,0.21,-30.29416667,115.1849167
Stage 5,B.HR.5,"30deg 17' 39.2"" S","115deg 11' 5.7"" E",325444,6647217,1.68,4.83,0.20,0.00,8.02,Banksia menziesii (Firewood Banksia),Banksia menziesii,Proteaceae,4.17,40.14,3.94,0.75,71.97,6.72,1.02,107.95,0.20,-30.29416667,115.1849167
Stage 5,B.HR.5,"30deg 17' 39.2"" S","115deg 11' 5.7"" E",325444,6647217,1.68,4.83,0.20,0.00,8.02,Stirlingia latifolia (Blueboy),Stirlingia latifolia,Proteaceae,3.42,35.27,0.70,0.74,30.36,8.01,1.99,18.98,0.21,-30.29416667,115.1849167
Stage 5,B.HR.5,"30deg 17' 39.2"" S","115deg 11' 5.7"" E",325444,6647217,1.68,4.83,0.20,0.00,8.02,Alexgeorgea nitens,Alexgeorgea nitens,Restionaceae,2.78,36.81,2.29,0.19,41.75,13.68,1.16,59.64,0.18,-30.29416667,115.1849167
Stage 5,B.HR.5,"30deg 17' 39.2"" S","115deg 11' 5.7"" E",325444,6647217,1.68,4.83,0.20,0.00,8.02,Chordifex sinuosus,Chordifex sinuosus,Restionaceae,4.60,33.22,12.54,0.25,56.00,8.36,0.91,46.00,0.09,-30.29416667,115.1849167
Stage 5,B.L.5,"30deg 9' 51.6"" S","115deg 7' 21.5"" E",319216,6661516,2.96,4.45,0.30,0.00,6.59,Lyginia imberbis,Lyginia imberbis,Anarthriaceae,2.79,35.69,0.99,0.57,39.84,7.59,2.09,93.63,0.19,-30.16416667,115.1226389
Stage 5,B.L.5,"30deg 9' 51.6"" S","115deg 7' 21.5"" E",319216,6661516,2.96,4.45,0.30,0.00,6.59,Lomandra hastilis,Lomandra hastilis,Asparagaceae,2.43,33.70,0.51,0.15,46.96,10.71,0.60,40.00,0.23,-30.16416667,115.1226389
Stage 5,B.L.5,"30deg 9' 51.6"" S","115deg 7' 21.5"" E",319216,6661516,2.96,4.45,0.30,0.00,6.59,Mesomelaena pseudostygia,Mesomelaena pseudostygia,Cyperaceae,7.30,37.60,19.72,0.79,37.48,8.90,0.46,157.79,0.18,-30.16416667,115.1226389
Stage 5,B.L.5,"30deg 9' 51.6"" S","115deg 7' 21.5"" E",319216,6661516,2.96,4.45,0.30,0.00,6.59,Schoenus pedicellatus,Schoenus pedicellatus,Cyperaceae,2.39,45.78,4.97,0.20,21.87,10.06,0.63,43.74,0.19,-30.16416667,115.1226389
Stage 5,B.L.5,"30deg 9' 51.6"" S","115deg 7' 21.5"" E",319216,6661516,2.96,4.45,0.30,0.00,6.59,Hibbertia hypericoides (Yellow Buttercups),Hibbertia hypericoides,Dilleniaceae,6.41,48.05,5.98,0.86,83.50,14.89,2.45,73.79,0.42,-30.16416667,115.1226389
Stage 5,B.L.5,"30deg 9' 51.6"" S","115deg 7' 21.5"" E",319216,6661516,2.96,4.45,0.30,0.00,6.59,Astroloma xerophyllum,Astroloma xerophyllum,Ericaceae,3.45,40.04,0.31,0.96,53.74,7.98,0.59,40.31,0.38,-30.16416667,115.1226389
Stage 5,B.L.5,"30deg 9' 51.6"" S","115deg 7' 21.5"" E",319216,6661516,2.96,4.45,0.30,0.00,6.59,Bossiaea eriocarpa (Common Brown Pea),Bossiaea eriocarpa,Fabaceae,5.30,41.53,0.62,1.36,77.65,12.69,1.59,308.71,0.30,-30.16416667,115.1226389
Stage 5,B.L.5,"30deg 9' 51.6"" S","115deg 7' 21.5"" E",319216,6661516,2.96,4.45,0.30,0.00,6.59,Gompholobium tomentosum (Hairy Yellow Pea),Gompholobium tomentosum,Fabaceae,5.42,35.40,1.40,1.51,87.04,8.30,2.05,147.00,0.21,-30.16416667,115.1226389
Stage 5,B.L.5,"30deg 9' 51.6"" S","115deg 7' 21.5"" E",319216,6661516,2.96,4.45,0.30,0.00,6.59,Jacksonia floribunda (Holly Pea),Jacksonia floribunda,Fabaceae,5.12,36.63,1.66,0.91,87.29,6.77,3.30,32.26,0.20,-30.16416667,115.1226389
Stage 5,B.L.5,"30deg 9' 51.6"" S","115deg 7' 21.5"" E",319216,6661516,2.96,4.45,0.30,0.00,6.59,Blancoa canescens (Winter Bell),Blancoa canescens,Haemodoraceae,3.80,41.10,3.58,0.32,32.00,10.98,0.71,52.00,0.30,-30.16416667,115.1226389
Stage 5,B.L.5,"30deg 9' 51.6"" S","115deg 7' 21.5"" E",319216,6661516,2.96,4.45,0.30,0.00,6.59,Conostylis aurea (Golden Conostylis),Conostylis aurea,Haemodoraceae,4.66,36.45,5.86,0.57,46.60,12.04,0.70,91.26,0.21,-30.16416667,115.1226389
Stage 5,B.L.5,"30deg 9' 51.6"" S","115deg 7' 21.5"" E",319216,6661516,2.96,4.45,0.30,0.00,6.59,Phlebocarya filifolia,Phlebocarya filifolia,Haemodoraceae,3.70,39.86,2.28,0.70,38.80,10.51,1.59,70.55,0.26,-30.16416667,115.1226389
Stage 5,B.L.5,"30deg 9' 51.6"" S","115deg 7' 21.5"" E",319216,6661516,2.96,4.45,0.30,0.00,6.59,Darwinia sanguinea,Darwinia sanguinea,Myrtaceae,3.94,52.42,0.41,0.71,39.45,12.25,1.96,19.72,0.21,-30.16416667,115.1226389
Stage 5,B.L.5,"30deg 9' 51.6"" S","115deg 7' 21.5"" E",319216,6661516,2.96,4.45,0.30,0.00,6.59,Hypocalymma xanthopetalum,Hypocalymma xanthopetalum,Myrtaceae,2.17,35.51,0.32,0.41,49.21,9.09,1.38,57.09,0.21,-30.16416667,115.1226389
Stage 5,B.L.5,"30deg 9' 51.6"" S","115deg 7' 21.5"" E",319216,6661516,2.96,4.45,0.30,0.00,6.59,Melaleuca leuropoma,Melaleuca leuropoma,Myrtaceae,6.29,48.38,0.73,1.36,43.22,7.88,5.80,13.75,0.25,-30.16416667,115.1226389
Stage 5,B.L.5,"30deg 9' 51.6"" S","115deg 7' 21.5"" E",319216,6661516,2.96,4.45,0.30,0.00,6.59,Neurachne alopecuroidea,Neurachne alopecuroidea,Poaceae,10.27,39.44,22.05,0.53,58.94,23.38,1.47,133.08,0.50,-30.16416667,115.1226389
Stage 5,B.L.5,"30deg 9' 51.6"" S","115deg 7' 21.5"" E",319216,6661516,2.96,4.45,0.30,0.00,6.59,Banksia attenuata (Slender Banksia),Banksia attenuata,Proteaceae,3.72,38.09,4.80,0.56,169.46,8.16,1.44,130.35,0.20,-30.16416667,115.1226389
Stage 5,B.L.5,"30deg 9' 51.6"" S","115deg 7' 21.5"" E",319216,6661516,2.96,4.45,0.30,0.00,6.59,Banksia menziesii (Firewood Banksia),Banksia menziesii,Proteaceae,2.11,35.50,1.78,0.39,101.73,7.81,0.86,88.29,0.18,-30.16416667,115.1226389
Stage 5,B.L.5,"30deg 9' 51.6"" S","115deg 7' 21.5"" E",319216,6661516,2.96,4.45,0.30,0.00,6.59,Alexgeorgea subterranea,Alexgeorgea subterranea,Restionaceae,2.35,42.03,1.47,0.15,23.47,8.72,0.88,23.47,0.15,-30.16416667,115.1226389
